text,translation,target
@BeckyFearns hahaha :') okay.. i hopeee you loooose  oh and i pre orderd new jb album  and burnin up book and rolling stone posterr  x,@BeckyFearns hahaha :') okay.. ich hoffe du verlierst. Oh und ich habe das neue JB-Album vorbestellt und das Burnin Up-Buch und ein Rolling Stone-Poster.,4
Just got sent home from school for being to far ahead despite missing 3 weeks of school. Woot. ,"Gerade von der Schule nach Hause geschickt worden, weil ich zu weit voraus bin, obwohl ich 3 Wochen gefehlt habe. Juhu.",4
@AutumnAmes sounds great ,@AutumnAmes klingt toll,4
http://pic.gd/7149fe great dinner tonight ... Mozambican prawns    ,http://pic.gd/7149fe tolles Abendessen heute Abend ... Mosambikanische Garnelen,4
My nose got sunburned &amp; now its peeling. Ewww ,Meine Nase hat einen Sonnenbrand bekommen und jetzt schält sie sich. Igitt.,0
"chelsea best show everton whats good, im dreading the barbers if they don't ","Chelsea zeigt Everton, was Sache ist, ich fürchte mich vor dem Friseur, wenn sie es nicht schaffen.",0
@SingmySorrow i have for itunes.. i can burn you the itunes copy if you want ,"@SingmySorrow ich habe es für iTunes.. ich kann dir die iTunes-Kopie brennen, wenn du möchtest",4
"At home, and bored as hell. The Lakers 2-2 ",Zu Hause und gelangweilt wie die Hölle. Die Lakers 2-2,0
@jasondilts That's awesome.  ,@jasondilts Das ist großartig.,4
Sleeping... Finally ,Schlafen... Endlich,4
@morrissey2637  Ah right!!! i dont even know whats going on there!! i sooo need to read the news ,"@morrissey2637 Ah richtig!!! Ich habe keine Ahnung, was da los ist!! Ich muss unbedingt die Nachrichten lesen",0
right after being distracted by @loadingreadyrun 's wiki ive decided to start getting on with some of @weirdo_films video stuff ,"Nachdem ich von @loadingreadyrun 's Wiki abgelenkt wurde, habe ich beschlossen, endlich mit einigen @weirdo_films Videoarbeiten anzufangen",4
"looking forward to stephen porter and sasha in lush this evening, getting oiled up as i type ","Freue mich auf Stephen Porter und Sasha heute Abend in der Lush, während ich diese Nachricht tippe",4
"@Wossy yeah, and flock of seagulls haircuts ","@Wossy ja, und Flock of Seagulls-Frisuren",4
Off to school on a Saturday! Oh God! Starbucks stop! ,Ab zur Schule an einem Samstag! Oh Gott! Starbucks-Stopp!,4
"@WilliamSledd YAY! WILLIAM! i saw your video and i'm sorry about what happened, i hope it gets better soon ","@WilliamSledd JUHU! WILLIAM! Ich habe dein Video gesehen und es tut mir leid, was passiert ist, ich hoffe es wird bald besser",4
@I_am_Heather Awesome  Well have fun in NZ!,@I_am_Heather Super! Viel Spaß in Neuseeland!,4
@likeSunday  One needs to go further up the road. It's only a bit farther than where you're at ,@likeSunday Man muss weiter die Straße hinaufgehen. Es ist nur ein bisschen weiter als wo du gerade bist.,4
@missannajane ooohh but a GOOD &quot;D&quot; and well worth it!!! Whoever came up with that one is a genius ,"@missannajane Ohh, aber ein GUTER ""D"" und es lohnt sich!!! Wer auch immer das erfunden hat, ist ein Genie.",4
"RIP Gillybob and Frieda, you guys were good companions. No other fish would've understood me as well as you guys have. ","RIP Gillybob und Frieda, ihr wart gute Begleiter. Kein anderer Fisch hätte mich so gut verstanden wie ihr.",0
"@Banksyart2 I started off just messaging new peeps that appeared on old account, but then thought may as well work my way back... ","@Banksyart2 Ich habe damit angefangen, einfach neuen Leuten zu schreiben, die auf dem alten Account erschienen sind, aber dann dachte ich, ich könnte genauso gut meinen Weg zurückarbeiten...",4
@sampan22 Oh no!! best stick to flipflops tomo  I will LOVE the dvds guarenteed. Me and Gabs have scheduled next sat night in for a festx,"@sampan22 Oh nein!! Am besten morgen bei Flipflops bleiben. Ich werde die DVDs lieben, garantiert. Gabs und ich haben nächsten Samstagabend für ein Fest eingeplant.",4
@MoocherGirl Hi - survey seems working now ,@MoocherGirl Hallo - die Umfrage scheint jetzt zu funktionieren.,4
"WOW! Free falling 120 miles per hour in the air from 12,500 feet altitude...  http://snipr.com/je9tb",WOW! Freier Fall mit 120 Meilen pro Stunde in der Luft aus 12.500 Fuß Höhe... http://snipr.com/je9tb,4
Had so much fun last night. It is a night to remember.  So tired now though. ,Hatte gestern so viel Spaß. Es ist eine Nacht zum Erinnern. Bin jetzt aber so müde.,0
"@jordanknight either way, it'll be exciting for them. ","@jordanknight Wie auch immer, es wird aufregend für sie sein.",4
bronzin' my body ~ poolside ,Meinen Körper bräunen ~ am Pool,4
@Sam916 oh no... no class today. i just hung out with an old friend from aau and it was just a waste of time. ,@Sam916 Oh nein... heute keine Klasse. Ich habe nur Zeit mit einem alten Freund von der AAU verbracht und es war einfach Zeitverschwendung.,0
"whoo ah whoo, each night we have a walk, it almost breaks my heart, because im so afraid we'll have to part  ","whoo ah whoo, jede Nacht machen wir einen Spaziergang, es bricht mir fast das Herz, weil ich so sehr befürchte, dass wir uns trennen müssen",4
@ceejux: whenever i get the chance. I work and have no car ,@ceejux: immer wenn ich die Gelegenheit dazu habe. Ich arbeite und habe kein Auto.,0
"@lollipopup That's fine. Better than keeping it dead, right? ","@lollipopup Das ist in Ordnung. Besser als es tot zu lassen, oder?",4
@sage_in_spain Good morning  How are you ?Thank you for the #followfriday !,@sage_in_spain Guten Morgen Wie geht es dir? Danke für den #followfriday!,4
@bethofalltrades http://twitpic.com/69bs9 - happy birthday! ,@bethofalltrades http://twitpic.com/69bs9 - Alles Gute zum Geburtstag!,4
@babygirljer I know   Yoga at 4:30 pm today? I seriously miss my amazon!,@babygirljer Ich weiß Yoga um 16:30 Uhr heute? Ich vermisse meinen Amazon wirklich!,0
Drivin!  is a beautiful dayyy!,Fahren! Es ist ein wunderschöner Tag!,4
@nickybyrneoffic are westlife definently coming back? ive been to every concert in glasgow and last year got first row for the first time ,@nickybyrneoffic Kommen Westlife definitiv zurück? Ich war bei jedem Konzert in Glasgow und habe letztes Jahr zum ersten Mal die erste Reihe bekommen.,4
Reading tweets 'till I fall asleep... have a toothache ,"Lese Tweets, bis ich einschlafe... habe Zahnschmerzen.",0
@Dani82 sorry  to hear about your friend ,"@Dani82 Tut mir leid zu hören, dass es deinem Freund nicht gut geht.",0
Jenson Button - 6 wins from 7 races!!!!!!!   Hope he can keep it up at Silverstone  lol http://is.gd/RHUo,Jenson Button - 6 Siege aus 7 Rennen!!!!!!! Hoffentlich kann er das in Silverstone durchhalten lol http://is.gd/RHUo,4
@MohammedQBM if you had the test already: how did u do? If not: good luck ,@MohammedQBM wenn du den Test schon gemacht hast: wie hast du abgeschnitten? Wenn nicht: viel Glück,4
@natalietejeda sad punky sad    thanks for stopping by,@natalietejeda traurig punky traurig danke für deinen Besuch,0
"I'll be tweeting 4U during the 48hr tweetfest to raise money 4 schools in Kenya/Ethiopia, 17-19Jun. #GHNI  (via @JJNextGenTV)",Ich werde während des 48-Stunden-Tweetfests am 17.-19. Juni Geld für Schulen in Kenia/Äthiopien sammeln. #GHNI (via @JJNextGenTV),4
"@Aerliss If you find any, let me know.  All I ever find is manga.","@Aerliss Wenn du welche findest, lass es mich wissen. Alles, was ich finde, ist Manga.",4
"It's so nice listening to the rain on the roof it's really hard to get out of bed. Oh well, suppose I better... ","Es ist so schön, dem Regen auf dem Dach zuzuhören, es fällt wirklich schwer, aus dem Bett zu kommen. Na ja, ich sollte wohl...",0
@xnausikaax oh no! where did u order from? that's horrible ,@xnausikaax oh nein! Wo hast du bestellt? Das ist schrecklich,0
BRITNEY SPEARS IS FOLLOWING ME!!!!! how cool I should improve my twitters ,"BRITNEY SPEARS FOLGT MIR!!!!! wie cool, ich sollte meine Tweets verbessern",4
@khaled74 Dude I wish I could come up. This weekend sounds like a blast but I have so much going on. ,"@khaled74 Kumpel, ich wünschte, ich könnte vorbeikommen. Dieses Wochenende klingt nach einer Menge Spaß, aber ich habe so viel zu tun.",0
@meeshly why r all good things depressants? lol. the only times my mood swings madly is during r'ship issues. i got reminded of it today ,"@meeshly warum sind alle guten Dinge Depressiva? lol. Die einzigen Zeiten, in denen meine Stimmung verrückt spielt, sind Beziehungsprobleme. Ich wurde heute daran erinnert",0
is watching Titanic ,schaut Titanic,4
Going to my aunts. Yay! Be warned. She is a facebooker. We will have fun though ,Gehe zu meiner Tante. Yay! Seid gewarnt. Sie ist eine Facebookerin. Wir werden aber Spaß haben,4
Kirsten is never up in the morning. And i think she is mad at me ,"Kirsten ist morgens nie wach. Und ich glaube, sie ist sauer auf mich",0
@mileycyrus http://twitpic.com/67hac - Looks like you guys were having fun ,"@mileycyrus http://twitpic.com/67hac - Sieht so aus, als hättet ihr Spaß",4
Crap Steve Jobs had a liver transplant???? Oh man thats not good  LOL,"Mist, Steve Jobs hatte eine Lebertransplantation???? Oh Mann, das ist nicht gut LOL",0
No one on Twitter has #goodsex. You can all pretend. ,Niemand auf Twitter hat #gutenSex. Ihr könnt alle so tun.,4
"@andrewsnaith Yay, you've booked your flight! I wish you a smooth transition - if you need anything please do not hesitate to contact me ","@andrewsnaith Yay, du hast deinen Flug gebucht! Ich wünsche dir einen reibungslosen Übergang - wenn du etwas brauchst, zögere nicht, mich zu kontaktieren",4
@jonasbrothers please come to GERMANY!!!! â¥ PLEASE PLEASE PLEASE!!! Love Your new SIngle Ladies Video!! ,@jonasbrothers bitte kommt nach DEUTSCHLAND!!!! â¥ BITTE BITTE BITTE!!! Liebe euer neues Single Ladies Video!!,4
This Old lady in this movie is SCARY lookin ,Diese alte Dame in diesem Film sieht GRUSELIG aus,0
"@Schofe yes what a shame, Sutil is usually good in the wet ","@Schofe ja, was für eine Schande, Sutil ist normalerweise gut bei Nässe",0
@F1_Girl  Well  I guess he has had a fair few silverstone specials  already   Going off your profile pic your a Lewis fan?,"@F1_Girl Nun, ich denke, er hatte schon einige Silverstone-Specials. Gehe ich recht in der Annahme, dass du ein Lewis-Fan bist?",4
"@Mellicious_ yup I am working today, on my way down right now and gonna stop at Timmies as usual ","@Mellicious_ Ja, ich arbeite heute, bin gerade auf dem Weg und werde wie immer bei Timmies anhalten.",4
*twisted.. gahh studying is making screw up my commercial ,"*verdreht.. gahh, das Lernen bringt mich dazu, meinen Werbespot zu vermasseln.",0
I guess alls well that ends well...I'm still single for the record lol. Leaving Cleveland will be bittersweet to ,"Ich denke, alles ist gut, was gut endet... Ich bin übrigens immer noch Single. Der Abschied von Cleveland wird zwiespältig sein.",0
Omg my bff just said he wouldn't kiss me @NasVegas ,"Omg, mein bester Freund hat gerade gesagt, dass er mich nicht küssen würde @NasVegas.",0
"Bonjour, jet lag. Awake so early I heard the NY Times hit the front step. That's bad ","Bonjour, Jetlag. So früh wach, dass ich gehört habe, wie die NY Times auf der Fußmatte gelandet ist. Das ist schlecht.",0
Not feeling well today...I've been having stomach pains a lot lately...might have to swallow the pill and actually go see a doctor. ,Fühle mich heute nicht gut... Ich habe in letzter Zeit oft Bauchschmerzen... Ich muss wohl die Pille schlucken und tatsächlich zum Arzt gehen.,0
eatinqq Î± beef patty  .,esse gerade ein Beef Patty.,4
White water here I come! ,Auf zum Wildwasserabenteuer!,4
@FaketragedyCom i know ,@FaketragedyCom ich weiß.,0
@DIVACANDICEM - Candice i dont mean to bother you but im really sad that u got released! ,"@DIVACANDICEM - Candice, ich möchte dich nicht belästigen, aber ich bin wirklich traurig, dass du entlassen wurdest!",0
"After security scare, we're now forced to sit in locked office  not doing much for legit visitation or air circulation. Dang thievery!","Nach Sicherheitsalarm sind wir jetzt gezwungen, im verschlossenen Büro zu sitzen, was nicht viel für legitimen Besuch oder Luftzirkulation bringt. Verdammt Diebstahl!",0
is really hungry after not taking afternoon tea to work today ,"ist wirklich hungrig, nachdem ich heute keinen Nachmittagstee mit zur Arbeit genommen habe.",0
"Just finished the 2nd shopaholic book   going to bed now, back to school tomorrow.","Habe gerade das zweite Shopaholic-Buch beendet, gehe jetzt schlafen, morgen wieder Schule.",4
@asamidori i guess it's painful grinding for me then ,"@asamidori ich denke, das Schleifen tut mir dann weh.",0
is sooooooooo sore...like everywhere hurts ,bin soooooo wund... es tut überall weh.,0
"@missmissen Well no not really, but it still makes me sad! ","@missmissen Nun ja, nicht wirklich, aber es macht mich trotzdem traurig!",0
bored yesterday....bored today....bored tomorrow....... summer :/...... where are my friends!!!!! ,gestern gelangweilt.... heute gelangweilt.... morgen gelangweilt....... Sommer :/...... wo sind meine Freunde!!!!!,0
@victoria_tweed opted for a corona - it was a mistake. my headache just got a million times worse ,@victoria_tweed habe mich für eine Corona entschieden - es war ein Fehler. Mein Kopfschmerz wurde gerade um ein Millionenfaches schlimmer.,0
My movie not working hate you internet ,"Mein Film funktioniert nicht, ich hasse dich, Internet.",4
"Good talk with mom, now off to spend time with some friends! ","Gutes Gespräch mit Mama, jetzt gehe ich Zeit mit einigen Freunden verbringen!",4
Just finished the first day of training with Sir Manci. Learned a lot today and the training was great. Back to work tomorrow ,Gerade den ersten Trainingstag mit Sir Manci beendet. Habe heute viel gelernt und das Training war großartig. Morgen wieder zur Arbeit.,0
"I have just decided my job when I grow up is going to be, work for the jonas brothers and help create their tour ","Ich habe gerade beschlossen, dass mein Berufswunsch, wenn ich erwachsen bin, sein wird, für die Jonas Brothers zu arbeiten und ihre Tour zu unterstützen.",4
disappointed  signing off,"Enttäuscht, verabschiede mich",0
Do you have a Canon EOS 500D / Rebel T1i Come on! Take the camera into the pool and make pics ,Hast du eine Canon EOS 500D / Rebel T1i? Komm schon! Nimm die Kamera mit in den Pool und mach Fotos.,4
"In great spirits due to a beautiful day in a great city, plans for shopping, and an anticipated visitor later... ","In bester Stimmung wegen eines schönen Tages in einer tollen Stadt, Pläne zum Einkaufen und einem erwarteten Besucher später...",4
Thank you very much everybody for the kind comments about my design work - I'm flattered. ,Vielen Dank an alle für die netten Kommentare zu meiner Designarbeit - ich bin geschmeichelt.,4
Coffee date with the ladies  I see Cotie in a few hours &lt;3,Kaffeeverabredung mit den Damen. Ich sehe Cotie in ein paar Stunden <3,4
Going to chrio then for blood work blah I hate being sick I've felt gross for the last month ,"Gehe zum Chiropraktiker und dann zur Blutuntersuchung. Blah, ich hasse es, krank zu sein. Ich fühle mich seit einem Monat eklig.",0
@Dannymcfly : Danny. PLEASE PLEASE PLEASE say 'Ich liebe Deutschland'. pleeeeease.  xx,"@Dannymcfly: Danny. BITTE, BITTE, BITTE sage ""Ich liebe Deutschland"". Bitte. xx",4
"thinking of school.  and blogging too,  i loveee robert pattinson.","Denke an die Schule und auch ans Bloggen, ich liebe Robert Pattinson.",4
follo0w the beards  @30secondstomars,Folge den Bärten @30secondstomars,4
"@Jon_Favreau Now that I now you're an owner, I'll try it out! There's one here in Roseville, CA! ","@Jon_Favreau Jetzt, da ich weiß, dass du ein Besitzer bist, werde ich es ausprobieren! Es gibt hier einen in Roseville, Kalifornien!",4
@iamroccett Yeah. We see you struggling LOL! Look after my lovely @HipHopNonStopTV  xx,"@iamroccett Ja. Wir sehen, dass du kämpfst LOL! Kümmere dich um meine Liebste @HipHopNonStopTV xx",4
Daft punk can cheer up any situation ,Daft Punk kann jede Situation aufheitern.,4
Off to the Garter Ceremony at Windsor Castle ,Gehe zur Garter-Zeremonie im Windsor Castle.,4
"Plan for today: have a bath, get ready, eat, get to the garden &amp; get drunk - and then tomorrow it's my bday at last ","Plan für heute: Bad nehmen, fertig machen, essen, in den Garten gehen und betrunken werden - und dann ist morgen endlich mein Geburtstag.",4
"Why is comfort food always bad for my health? Had the avocado bacon cheeseburger anyway, to help concentration. ","Warum ist Comfort Food immer schlecht für meine Gesundheit? Habe trotzdem den Avocado-Bacon-Cheeseburger gegessen, um mich zu konzentrieren.",4
@fhgrl33 also a good one!  Too bad she's done .... for the season... ,"@fhgrl33 auch eine Gute! Schade, dass sie fertig ist... für die Saison...",0
this flat hunting malarky is rubbish ,Diese Wohnungssuche ist Mist.,0
@CBCebulski Are ChesterQuest runner-ups invited to send you more recent samples? I'd love to see what you think about my current stuff. ,"@CBCebulski Sind die Zweitplatzierten von ChesterQuest eingeladen, Ihnen aktuellere Arbeitsproben zu schicken? Ich würde gerne wissen, was Sie von meinen aktuellen Arbeiten halten.",4
"I just wanna fall asleep, why do you call randomly and mess up my brain process for a night?!! I just want my serenity back ","Ich will einfach einschlafen, warum rufst du mich mitten in der Nacht an und bringst mein Gehirn durcheinander?!! Ich will einfach meine Ruhe zurück.",0
Boo!! Just got to school n my phone only has one bar left ,Boo!! Bin gerade in der Schule angekommen und mein Handy hat nur noch einen Balken.,0
@TheRealJordin i know exactly how your feeling  Im curled up in bed right now witha hot water bottle. NOT FUN! haha hope you feel better x,"@TheRealJordin ich weiß genau, wie du dich fühlst. Ich liege gerade mit einer Wärmflasche im Bett. NICHT LUSTIG! Hoffe, es geht dir bald besser x",0
one month ago i was the most happiest person.. n now.. ijustwannadie ,Vor einem Monat war ich die glücklichste Person... und jetzt... ich will einfach sterben.,0
@elliotmacaluso I opened.... without you ,@elliotmacaluso Ich habe es geöffnet... ohne dich.,0
Ugh my mom took away half the cable ,"Ugh, meine Mutter hat mir die Hälfte des Kabels weggenommen.",0
Cousins graduation ,Cousins Abschlussfeier.,4
@MzDeDaze no i havent ,"@MzDeDaze Nein, habe ich nicht.",0
on my way to work.  ihop tonight with ezelle!,Auf dem Weg zur Arbeit. Heute Abend ihop mit Ezelle!,0
@hansonmusic I wish the fan event in Tulsa was NOT during my college graduation  miss you guys!,"@hansonmusic Ich wünschte, das Fan-Event in Tulsa wäre NICHT während meiner Studienabschlussfeier. Ich vermisse euch!",0
Funny home videos....... Wah........ Lonely ,Lustige Heimvideos... Wah... Einsam.,0
"@maciekl i have dual monitor osx and dual monitor win 7 setup.. to clarify, i can use the win 7 duals but only 1 mac .. ","@maciekl Ich habe ein Dual-Monitor-Setup mit OSX und ein Dual-Monitor-Setup mit Win 7... um es klarzustellen, ich kann die Win 7 Doppelschirme nutzen, aber nur 1 Mac...",4
@EmVicW really? i interpret it as 'yes i can do that &amp; not bother u further' (hav said to bosses in the past) ,"@EmVicW Wirklich? Ich interpretiere es als ""Ja, ich kann das machen und dich nicht weiter belästigen"" (habe das schon zu Vorgesetzten gesagt)",4
 someone is happppy(:,Jemand ist glücklich(:,4
@andysc Probably just different. Welcome to proprietary driver development ,@andysc Wahrscheinlich einfach anders. Willkommen in der Entwicklung von proprietären Treibern.,0
Heading to AIM to get my test done and then driving back to SD. I don't wanna leave  But I'll be back up tomorrow night!! Love. xx,"Gehe zu AIM, um meinen Test zu machen und dann zurück nach SD zu fahren. Ich will nicht gehen Aber ich komme morgen Abend wieder zurück!! Liebe. xx",0
@chrxs ive looked for days  this is worse then the porn they made for senior citizens..are those new slacks?,"@chrxs Ich habe tagelang gesucht, das ist schlimmer als der Porno, den sie für Senioren gemacht haben... Sind das neue Hosen?",0
@maureenjohnson maureen on screen ,@maureenjohnson Maureen auf dem Bildschirm.,4
@vivis_jor http://twitpic.com/6hvue - The best band! Twitter! Bora fazer as faixas! ,@vivis_jor http://twitpic.com/6hvue - Die beste Band! Twitter! Lass uns die Tracks machen!,4
"is happy that today is a good friday, don panic, be happy ","ist glücklich, dass heute ein guter Freitag ist, keine Panik, sei glücklich",4
"@LorraineStanick Oh that's cool. My ex had a band, so I spent a lot of time home alone... At least you're bein productive tonite ","Oh, Mist! Ich habe den Start von SBS Two verpasst!",4
"@revdal @fibrefairy I keep dropping (un)subtle hints to @sjrdouglas, but I'm not sure that she's hearing them ","hat ""Good Girls Go Bad"" von Cobra Starship und Leighton Meester als Klingelton",0
"Oh, arse! I missed the launch of SBS Two! ","ist entspannt, sollte schlafen... Ich vermisse dich, Liebling",0
@Lisa_Veronica hey Lisa! can't wait to see you in the US! looking forward to pretty reckless as well  take care ,"LADEN... || schaue ""Nothing But the Truth""",4
@JUMPINSOUNDS @CocaBeenSlinky did a really cool thing with a bubble video that might be worth looking into too ,und jetzt regnet es wieder auf dieser Seite von Manila... wo ist die Sonne???...,4
@sitleclark thanks. ,kehrt heute Nachmittag nach einem tollen Wochenende hierher zurück,4
@SallytheShizzle awww.. okay ,Metro Station sind auf den Philippinen! Flieg mich nach Hause!,4
Saw Walk the Line tonight.Never heard much Cash before.I could definitely appreciate this.Why do I only &quot;discover&quot; artists after they die ,Ein weiteres Erbrechen um 4 Uhr morgens. Eine ganze Menge Kuscheltiere haben es erwischt. Zum Glück wohne ich neben einem Arzt.,0
has good girls go bad by cobra starship and leighton meester as her ring tone ,"denkt, dass es schön klingt, sich hinzulegen... aber ich mag nicht die Vorstellung, zu schlafen, während Dave über den Atlantik fliegt. *schnüff*",4
"chillin, should be sleeping....I miss you, hun ","OMJ... mein Geburtstag ist in genau 2 Wochen! :/ ich bin nicht bereit!! und das bedeutet, dass der Sommer fast vorbei ist!",4
LOADING... || watching nothing but the truth. ,,4
and now it's raining again this side of Manila....where's the sun????... ,,0
is heading back home this afternoon after a great weekend up here ,,4
Metro Station are in philippines! Fly me home! ,,4
Another vomit at 4am. A whole load of cuddly toys got it. Glad I live next door to a doctor. ,,0
is thinking that laying down sounds nice....but I don't like the idea of sleeping while Dave flies over the Atlantic.  *sniff*,,0
@TosynB sorry boo  who's wole bucknor?,,0
@munkimatt yes but I can play while I work with this iPhone!! I smashed my screen on sat  ok add me in facebook!! Lady Vivienne McCourt!,,0
OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! ,,0
@tommcfly you met the fans on wednesday at hilton's bar. meet us! haha  i know you tired but we spent lost of money here just to see you ,"@tommcfly Du hast die Fans am Mittwoch in der Hilton Bar getroffen. Treff uns! Haha, ich weiß, du bist müde, aber wir haben hier viel Geld ausgegeben, nur um dich zu sehen.",0
"damn, i haven't read any more of breaking dawn, but i've got loads of piano music  might just go and experiment with them .......","Verdammt, ich habe nicht mehr von Breaking Dawn gelesen, aber ich habe jede Menge Klaviermusik. Vielleicht gehe ich einfach und experimentiere damit...",4
@sunnarose yay for the return of teaser tuesday ,"@sunnarose Juhu, die Rückkehr des Teaser Dienstags.",4
just got Twitter  ,Habe gerade Twitter bekommen.,4
Dad having fever again.. Not looking too good ,Papa hat wieder Fieber... Sieht nicht gut aus.,0
@ddlovato ahaha the McDonalds part was hilarious  hope your having funn.,"@ddlovato Ahaha, der McDonalds-Teil war urkomisch. Hoffe, du hast Spaß.",4
@caseysevenfold oh ok   come 2 the venue early? ,"@caseysevenfold Oh, okay. Kommst du früh zum Veranstaltungsort?",4
@RoxanneAmelia yeh!!! so excited  xxx,@RoxanneAmelia Jaaa!!! So aufgeregt. xxx,4
http://twitpic.com/6thoo - my smile technique  so you wont see my pimple. hahaa,"http://twitpic.com/6thoo - meine Lächeltechnik, damit du mein Pickel nicht siehst. Hahaa.",4
@abbiirocks - Secret Twitter will eat your soul! I kicked that habit. ,@abbiirocks - Geheimes Twitter wird deine Seele fressen! Ich habe diese Gewohnheit abgelegt.,4
off today and it's supposed to rain wtf  just my luck,"Heute frei und es soll regnen, verdammt. Typisch mein Glück.",0
Cuddling with Sammy before I leave him until Sunday  My baaaby!,"Kuscheln mit Sammy, bevor ich ihn bis Sonntag verlasse. Mein Schaaaatz!",0
stephen just exploded my lemony water ,Stephen hat mein Zitronenwasser explodieren lassen.,0
just ha5 dinner at We be shushi. We be happy ,Gerade bei We be Sushi zu Abend gegessen. Wir sind glücklich.,4
@katrinvillaraza New love!? REALLY? ,@katrinvillaraza Neue Liebe!? WIRKLICH?,4
"@Astro_127 Fingers crossed, and all the best to you. Like millions, I'd love to be in your shoes. Maybe just for the launch part though. ","@Astro_127 Daumen drücken und alles Gute für dich. Wie Millionen, würde ich gerne in deinen Schuhen stecken. Vielleicht nur für den Startteil jedoch.",4
"thank you to everyone whose following me, once i get to a PC ill follow u ","Danke an alle, die mir folgen, sobald ich an einen PC komme, werde ich euch folgen.",4
@DebbieFletcher Did you see the dinner photos that i send to you ? ,"@DebbieFletcher Hast du die Abendessenfotos gesehen, die ich dir geschickt habe?",4
@flmogirl so glad to see you this weekend!! It had been too long!  Hope you had a safe trip home!,"@flmogirl So froh, dich dieses Wochenende zu sehen!! Es war zu lange her! Hoffe, du bist sicher nach Hause gekommen!",0
"I prefer Mindjet MindManager to FreeMind, boo ","Ich bevorzuge Mindjet MindManager gegenüber FreeMind, schade.",0
 MOT didnt go v.well,Die HU-Prüfung ist nicht gut gelaufen.,0
"@OLMMark Yeah, just wrote something. Just published it, actually. Have a third glass of wine left. Bed soon, I guess.  How are ya?","@OLMMark Ja, habe gerade etwas geschrieben. Habe es gerade veröffentlicht. Habe noch ein drittes Glas Wein übrig. Bald ins Bett, denke ich. Wie geht's?",4
"@faulko1 Owwwe! Is AndyP in London? Yeh probably if it's anything like the weather here! You say take a brolly, I say take a cab. ","@faulko1 Autsch! Ist AndyP in London? Wahrscheinlich schon, wenn das Wetter hier ähnlich ist! Man sagt, nimm einen Regenschirm, ich sage, nimm ein Taxi.",4
My throat kinda hurts ,Mein Hals tut irgendwie weh.,0
caved in and bought some iphone apps... sally's day spa? sally's hair salon? omg... im such a sucker ,Habe nachgegeben und ein paar iPhone-Apps gekauft... Sally's Day Spa? Sally's Hair Salon? Oh mein Gott... ich bin so leichtgläubig.,0
Finished the last of the 7 seasons of 'Gilmore Girls'. Miss the Lorelais already. ,Habe die letzte Staffel von 'Gilmore Girls' beendet. Vermisse die Lorelais schon.,0
the phils lost and brad lidge blew a save ,Die Phillies haben verloren und Brad Lidge hat eine Führung verspielt.,0
@AMLadlad Thank you! ,@AMLadlad Danke!,4
"@EP31 Ok, you win on that point. ","@EP31 Ok, du hast Recht in diesem Punkt.",0
"Woke up, killer soar throat  It hurts soo bad, i need some tea.","Bin aufgewacht, schrecklich schmerzender Hals. Es tut so weh, ich brauche etwas Tee.",0
@berniegrace hehe good one ,"@berniegrace Hehe, guter Witz.",4
&quot;Binthia&quot; is serious now. She hot really quiet and looks mad tired. Kinda feel bad cuz she had to drive after only sleeping a few hours ,"""Binthia"" ist jetzt ernst. Sie ist sehr ruhig geworden und sieht müde aus. Fühle mich irgendwie schlecht, weil sie nach nur wenigen Stunden Schlaf fahren musste.",0
@tinawhite75 any evening but Monday and Wednesday... I have class those nites. Otherwise I'm good!  So excited! Do u need ribbon 4 Sheri C,@tinawhite75 Jeder Abend außer Montag und Mittwoch... Da habe ich Unterricht an diesen Abenden. Ansonsten bin ich gut! So aufgeregt! Brauchst du Schleifenband für Sheri C?,4
@OnlinePublicist Thank you ,@OnlinePublicist Danke.,4
"@DanielApt I don't think so. And maybe we should call the cat Flugel after all, I've always wanted to meet a alcoholic cat once ","@DanielApt Ich glaube nicht. Und vielleicht sollten wir die Katze doch Flugel nennen, ich wollte schon immer mal eine alkoholische Katze treffen.",4
Too much taste for Whores. lol ok i cant make it i need sleep .. hope i wake for work ,"Zu viel Geschmack für Huren. lol ok, ich schaffe es nicht, ich brauche Schlaf... hoffe, ich wache für die Arbeit auf.",0
Now a days it's not good to be married to a liberal I already stay in trouble 4 not agreeing with her even more so now ,"Heutzutage ist es nicht gut, mit einem Liberalen verheiratet zu sein. Ich gerate schon in Schwierigkeiten, weil ich nicht mit ihr übereinstimme, noch mehr jetzt.",4
How is everyone on this fine Monday?   what is everyone's opinion of the new Wolverine movie?,Wie geht es allen an diesem schönen Montag? Was ist eure Meinung zum neuen Wolverine-Film?,4
IS about to take my Daddy to the AirPort ,"Stehe kurz davor, meinen Daddy zum Flughafen zu bringen.",0
i have far to many random updates than im never gonna reaad and HEIIII CHANNELLLE ,"Ich habe viel zu viele zufällige Updates, die ich nie lesen werde, und HEIIII CHANNELLLE.",4
@chrisabraham Congratulations on reaching over 7000 followers. You are much loved to have many who support and follow your tweets. ,"Herzlichen Glückwunsch zu über 7000 Followern. Es ist schön, so viele Unterstützer zu haben, die deine Tweets verfolgen.",4
"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. ",@kaylajoysmith es wurde auf Montag verschoben. seufz.,0
